awardyear,category,categoryfullname,sortorder,prizeamount,motivation,award_link,id,name,fullname,gender,laureate_link,birth_date,birth_citynow,birth_continent,birth_countryNow,birth_locationstring
1920,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,134100,for his discovery of the capillary motor regulating mechanism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1920,310,August Krogh,Schack August Steenberg Krogh,male,http://masterdataapi.nobelprize.org/2/laureate/310,1874-11-15,Grenå,Europe,Denmark,"Grenå, Denmark"
1909,Peace,The Nobel Peace Prize,1,139800,for their prominent position in the international movement for peace and arbitration,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1909,475,Auguste Beernaert,Auguste Marie François Beernaert,male,http://masterdataapi.nobelprize.org/2/laureate/475,1829-07-26,Ostend,Europe,Belgium,"Ostend, Belgium"
1991,Peace,The Nobel Peace Prize,1,6000000,for her non-violent struggle for democracy and human rights,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1991,553,Aung San Suu Kyi ,Aung San Suu Kyi ,female,http://masterdataapi.nobelprize.org/2/laureate/553,19/06/1945,Yangon,Asia,Myanmar,"Rangoon, Burma (now Yangon, Myanmar)"
2004,Chemistry,The Nobel Prize in Chemistry,2,10000000,for the discovery of ubiquitin-mediated protein degradation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2004,780,Avram Hershko,Avram Hershko,male,http://masterdataapi.nobelprize.org/2/laureate/780,31/12/1937,Karcag,Europe,Hungary,"Karcag, Hungary"
2015,Chemistry,The Nobel Prize in Chemistry,3,8000000,for mechanistic studies of DNA repair,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2015,923,Aziz Sancar,Aziz Sancar,male,http://masterdataapi.nobelprize.org/2/laureate/923,8/09/1946,Savur,Asia,Turkey,"Savur, Turkey"
2009,Peace,The Nobel Peace Prize,1,10000000,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2009,845,Barack H. Obama,Barack Hussein Obama,male,http://masterdataapi.nobelprize.org/2/laureate/845,4/08/1961,"Honolulu, HI",North America,USA,"Honolulu, HI, USA"
1983,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1500000,for her discovery of mobile genetic elements,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1983,428,Barbara McClintock,Barbara McClintock,female,http://masterdataapi.nobelprize.org/2/laureate/428,16/06/1902,"Hartford, CT",North America,USA,"Hartford, CT, USA"
2017,Physics,The Nobel Prize in Physics,2,9000000,for decisive contributions to the LIGO detector and the observation of gravitational waves,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2017,942,Barry C. Barish,Barry C. Barish,male,http://masterdataapi.nobelprize.org/2/laureate/942,27/01/1936,"Omaha, NE",North America,USA,"Omaha, NE, USA"
2005,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,10000000,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2005,789,Barry J. Marshall,Barry J. Marshall,male,http://masterdataapi.nobelprize.org/2/laureate/789,30/09/1951,Kalgoorlie,Oceania,Australia,"Kalgoorlie, Australia"
2001,Chemistry,The Nobel Prize in Chemistry,3,10000000,for his work on chirally catalysed oxidation reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2001,743,Barry Sharpless,K. Barry Sharpless,male,http://masterdataapi.nobelprize.org/2/laureate/743,28/04/1941,"Philadelphia, PA",North America,USA,"Philadelphia, PA, USA"
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,681000,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1976,409,Baruch S. Blumberg,Baruch S. Blumberg,male,http://masterdataapi.nobelprize.org/2/laureate/409,28/07/1925,"New York, NY",North America,USA,"New York, NY, USA"
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,880000,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1980,419,Baruj Benacerraf,Baruj Benacerraf,male,http://masterdataapi.nobelprize.org/2/laureate/419,29/10/1920,Caracas,South America,Venezuela,"Caracas, Venezuela"
1975,Physics,The Nobel Prize in Physics,2,630000,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1975,103,Ben R. Mottelson,Ben Roy Mottelson,male,http://masterdataapi.nobelprize.org/2/laureate/103,9/07/1926,"Chicago, IL",North America,USA,"Chicago, IL, USA"
2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,8000000,for their contributions to contract theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2016,936,Bengt Holmström,Bengt Holmström,male,http://masterdataapi.nobelprize.org/2/laureate/936,18/04/1949,Helsinki,Europe,Finland,"Helsinki, Finland"
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1150000,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,426,Bengt I. Samuelsson,Bengt I. Samuelsson,male,http://masterdataapi.nobelprize.org/2/laureate/426,21/05/1934,Halmstad,Europe,Sweden,"Halmstad, Sweden"
2016,Chemistry,The Nobel Prize in Chemistry,3,8000000,for the design and synthesis of molecular machines,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2016,933,Bernard L. Feringa,Bernard L. Feringa,male,http://masterdataapi.nobelprize.org/2/laureate/933,18/05/1951,Barger-Compascuum,Europe,the Netherlands,"Barger-Compascuum, the Netherlands"
1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,146115,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1947,345,Bernardo Houssay,Bernardo Alberto Houssay,male,http://masterdataapi.nobelprize.org/2/laureate/345,1887-04-10,Buenos Aires,South America,Argentina,"Buenos Aires, Argentina"
1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,6000000,for their discoveries concerning the function of single ion channels in cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1991,445,Bert Sakmann,Bert Sakmann,male,http://masterdataapi.nobelprize.org/2/laureate/445,12/06/1942,Stuttgart,Europe,Germany,"Stuttgart, Germany"
1905,Peace,The Nobel Peace Prize,1,138089,for her audacity to oppose the horrors of war,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1905,468,Bertha von Suttner,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",female,http://masterdataapi.nobelprize.org/2/laureate/468,1843-06-09,Prague,Europe,Czech Republic,"Prague, Austrian Empire (now Czech Republic)"
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,700000,for their pathbreaking contribution to the theory of international trade and international capital movements,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1977,689,Bertil Ohlin,Bertil Ohlin,male,http://masterdataapi.nobelprize.org/2/laureate/689,1899-04-23,Klippan,Europe,Sweden,"Klippan, Sweden"
1994,Physics,The Nobel Prize in Physics,1,7000000,for the development of neutron spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1994,145,Bertram N. Brockhouse,Bertram N. Brockhouse,male,http://masterdataapi.nobelprize.org/2/laureate/145,15/07/1918,"Lethbridge, Alberta",North America,Canada,"Lethbridge, Alberta, Canada"
1950,Literature,The Nobel Prize in  Literature,1,164304,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1950,621,Bertrand Russell,Earl (Bertrand Arthur William) Russell,male,http://masterdataapi.nobelprize.org/2/laureate/621,1872-05-18,Trelleck,Europe,United Kingdom,"Trelleck, United Kingdom"
1976,Peace,The Nobel Peace Prize,1,681000,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1976,535,Betty Williams,Elizabeth Williams,female,http://masterdataapi.nobelprize.org/2/laureate/535,22/05/1943,Belfast,Europe,Northern Ireland,"Belfast, Northern Ireland"
1903,Literature,The Nobel Prize in  Literature,1,141358,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1903,572,Bjørnstjerne Bjørnson,Bjørnstjerne Martinus Bjørnson,male,http://masterdataapi.nobelprize.org/2/laureate/572,1832-12-08,Kvikne,Europe,Norway,"Kvikne, Norway"
2016,Literature,The Nobel Prize in  Literature,1,8000000,for having created new poetic expressions within the great American song tradition,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2016,937,Bob Dylan,Bob Dylan,male,http://masterdataapi.nobelprize.org/2/laureate/937,24/05/1941,"Duluth, MN",North America,USA,"Duluth, MN, USA"
1958,Literature,The Nobel Prize in  Literature,1,214559,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1958,629,Boris Pasternak,Boris Leonidovich Pasternak,male,http://masterdataapi.nobelprize.org/2/laureate/629,1890-02-10,Moscow,Europe,Russia,"Moscow, Russia"
1973,Physics,The Nobel Prize in Physics,3,510000,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1973,99,Brian D. Josephson,Brian David Josephson,male,http://masterdataapi.nobelprize.org/2/laureate/99,4/01/1940,Cardiff,Europe,United Kingdom,"Cardiff, United Kingdom"
2012,Chemistry,The Nobel Prize in Chemistry,2,8000000,for studies of G-protein-coupled receptors,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2012,879,Brian Kobilka,Brian K. Kobilka,male,http://masterdataapi.nobelprize.org/2/laureate/879,30/05/1955,"Little Falls, MN",North America,USA,"Little Falls, MN, USA"
2011,Physics,The Nobel Prize in Physics,2,10000000,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,865,Brian P. Schmidt,Brian P. Schmidt,male,http://masterdataapi.nobelprize.org/2/laureate/865,24/02/1967,"Missoula, MT",North America,USA,"Missoula, MT, USA"
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,10000000,for their discoveries concerning the activation of innate immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,861,Bruce A. Beutler,Bruce A. Beutler,male,http://masterdataapi.nobelprize.org/2/laureate/861,29/12/1957,"Chicago, IL",North America,USA,"Chicago, IL, USA"
1984,Chemistry,The Nobel Prize in Chemistry,1,1650000,for his development of methodology for chemical synthesis on a solid matrix,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1984,261,Bruce Merrifield,Robert Bruce Merrifield,male,http://masterdataapi.nobelprize.org/2/laureate/261,15/07/1921,"Fort Worth, TX",North America,USA,"Fort Worth, TX, USA"
1976,Physics,The Nobel Prize in Physics,1,681000,for their pioneering work in the discovery of a heavy elementary particle of a new kind,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1976,105,Burton Richter,Burton Richter,male,http://masterdataapi.nobelprize.org/2/laureate/105,22/03/1931,"Brooklyn, NY",North America,USA,"Brooklyn, NY, USA"
1927,Physics,The Nobel Prize in Physics,2,126501,for his method of making the paths of electrically charged particles visible by condensation of vapour,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1927,34,C.T.R. Wilson,Charles Thomson Rees Wilson,male,http://masterdataapi.nobelprize.org/2/laureate/34,1869-02-14,Glencorse,Europe,Scotland,"Glencorse, Scotland"
1906,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,138536,in recognition of their work on the structure of the nervous system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1906,298,Camillo Golgi,Camillo Golgi,male,http://masterdataapi.nobelprize.org/2/laureate/298,1843-07-07,Corteno,Europe,Italy,"Corteno, Italy"
1989,Literature,The Nobel Prize in  Literature,1,3000000,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1989,666,Camilo José Cela,Camilo José Cela,male,http://masterdataapi.nobelprize.org/2/laureate/666,11/05/1916,Iria Flavia,Europe,Spain,"Iria Flavia, Spain"
1931,Chemistry,The Nobel Prize in Chemistry,1,173206,in recognition of their contributions to the invention and development of chemical high pressure methods,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1931,189,Carl Bosch,Carl Bosch,male,http://masterdataapi.nobelprize.org/2/laureate/189,1874-08-27,Cologne,Europe,Germany,"Cologne, Germany"
1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,146115,for their discovery of the course of the catalytic conversion of glycogen,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1947,343,Carl Cori,Carl Ferdinand Cori,male,http://masterdataapi.nobelprize.org/2/laureate/343,1896-12-05,Prague,Europe,Czech Republic,"Prague, Austria-Hungary (now Czech Republic)"
1936,Physics,The Nobel Prize in Physics,2,159850,for his discovery of the positron,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1936,43,Carl D. Anderson,Carl David Anderson,male,http://masterdataapi.nobelprize.org/2/laureate/43,3/09/1905,"New York, NY",North America,USA,"New York, NY, USA"
1919,Literature,The Nobel Prize in  Literature,1,133127,"in special appreciation of his epic, <I>Olympian Spring</I>",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1919,588,Carl Spitteler,Carl Friedrich Georg Spitteler,male,http://masterdataapi.nobelprize.org/2/laureate/588,1845-04-24,Liestal,Europe,Switzerland,"Liestal, Switzerland"
1935,Peace,The Nobel Peace Prize,1,159917,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1935,500,Carl von Ossietzky,Carl von Ossietzky,male,http://masterdataapi.nobelprize.org/2/laureate/500,1889-10-03,Hamburg,Europe,Germany,"Hamburg, Germany"
2001,Physics,The Nobel Prize in Physics,3,10000000,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2001,740,Carl Wieman,Carl E. Wieman,male,http://masterdataapi.nobelprize.org/2/laureate/740,26/03/1951,"Corvallis, OR",North America,USA,"Corvallis, OR, USA"
1984,Physics,The Nobel Prize in Physics,1,1650000,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1984,124,Carlo Rubbia,Carlo Rubbia,male,http://masterdataapi.nobelprize.org/2/laureate/124,31/03/1934,Gorizia,Europe,Italy,"Gorizia, Italy"
1996,Peace,The Nobel Peace Prize,1,7400000,for their work towards a just and peaceful solution to the conflict in East Timor,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1996,562,Carlos Filipe Ximenes Belo,Carlos Filipe Ximenes Belo,male,http://masterdataapi.nobelprize.org/2/laureate/562,3/02/1948,Wailacama,Oceania,East Timor,"Wailacama, East Timor"
